sg_uf;nm_operacao;dt_deflagracao;ano;sg_unidade;nr_mpp;nr_mpt;nr_flagrante
RJ;TELHADO DE VIDRO;2008-03-11;2008;SR/PF/RJ;13;0;0
MA;RAPINA II;2008-04-02;2008;SR/PF/MA;13;0;0
MG;PARSÁGADA;2008-04-09;2008;SR/PF/MG;50;0;0
MT;TERMES;2008-04-29;2008;SR/PF/MT;0;64;0
MA;NÊMESIS;2008-05-09;2008;SR/PF/MA;5;0;0
AM;VORAX;2008-05-20;2008;SR/PF/AM;23;0;0
RJ;SEGURANÇA PÚBLICA S/A;2008-05-28;2008;SR/PF/RJ;7;0;0
SE;PASSADIÇO;2008-06-11;2008;SR/PF/SE;19;0;0
AP;TOQUE DE MIDAS;2008-06-11;2008;SR/PF/AP;1;0;1
MG;DE VOLTA PARA PARSÁGADA;2008-06-12;2008;SR/PF/MG;7;8;0
MG;JOÃO-DE-BARRO;2008-06-20;2008;SR/PF/MG;38;0;0
RS;PORTO;2008-06-20;2008;SR/PF/RS;0;0;0
SP;SATIAGRAHA;2008-07-08;2008;SR/PF/SP;24;0;0
MT;DUPLA FACE;2008-08-12;2008;SR/PF/MT;0;35;0
PB;ILICITAÇÃO;2008-08-20;2008;SR/PF/PB;12;0;0
MG;HIPÓCRATES;2008-10-08;2008;SR/PF/MG;3;0;0
SP;DÉJA VU;2008-10-30;2008;SR/PF/SP;16;0;0
RR;ANOPHELES;2008-10-31;2008;SR/PF/RR;10;0;0
ES;NAUFRÁGIO;2008-12-09;2008;SR/PF/ES;8;0;0
BA;VASSOURA DE BRUXA;2008-12-12;2008;SR/PF/BA;0;0;0
PI;HARPIA;2009-01-29;2009;SR/PF/PI;2;0;0
AP;EXÉRESE;2009-03-04;2009;SR/PF/AP;10;0;0
MA;RAPINA III;2009-03-05;2009;SR/PF/MA;27;0;0
SP;PERSISTÊNCIA;2009-03-23;2009;SR/PF/SP;7;0;0
SP;CASTELO DE AREIA;2009-03-25;2009;SR/PF/SP;10;0;0
RS;FREIO DE OURO;2009-04-07;2009;SR/PF/RS;0;0;0
MA;RAPINA IV;2009-04-28;2009;SR/PF/MA;28;0;0
RS;CONTRAMÃO;2009-05-20;2009;DPF/SCS/RS;5;0;0
TO;COVIL;2009-05-26;2009;SR/PF/TO;2;0;0
PB;CIRANDA;2009-05-29;2009;SR/PF/PB;6;0;0
CE;FUMAÇA;2009-06-17;2009;SR/PF/CE;0;0;0
PE;GESTÃO PLENA;2009-06-17;2009;SR/PF/PE;6;0;0
CE;LUXO;2009-06-30;2009;SR/PF/CE;5;0;0
MT;PLUMA;2009-07-03;2009;SR/PF/MT;19;0;0
MS;OWARI;2009-07-07;2009;DPF/DRS/MS;42;0;0
MS;BROTHERS;2009-07-28;2009;DPF/DRS/MS;0;6;0
BA;JUSTA CAUSA;2009-08-05;2009;DPF/PSO/BA;1;0;0
MT;PACENAS;2009-08-10;2009;SR/PF/MT;11;0;0
PA;HIGÉIA;2009-10-21;2009;DPF/MBA/PA;2;0;0
PB;TRANSPARÊNCIA;2009-11-10;2009;SR/PF/PB;20;0;0
MA;ORTHOPTERA;2009-11-17;2009;SR/PF/MA;10;0;0
CE;QUADRILHA;2009-11-25;2009;SR/PF/CE;0;0;0
DF;CAIXA DE PANDORA;2009-11-27;2009;SR/PF/DF;0;0;0
PB;FACHADA;2009-12-01;2009;SR/PF/PB;3;0;0
MG;SAFÁRI III;2009-12-03;2009;SR/PF/MG;21;0;0
CE;GÁRGULA;2009-12-08;2009;SR/PF/CE;15;0;0
RS;PATHOS;2010-01-20;2010;SR/PF/RS;0;0;0
PE;SOMA;2010-02-10;2010;SR/PF/PE;0;0;0
MT;CARTILHA;2010-02-25;2010;SR/PF/MT;0;0;0
RO;SIMULACRO;2010-03-04;2010;SR/PF/RO;2;0;0
CE;PROVÍNCIA;2010-03-10;2010;SR/PF/CE;0;0;9
MT;HYGÉIA;2010-04-07;2010;SR/PF/MT;0;18;0
PE;DESVIO;2010-04-29;2010;SR/PF/PE;11;0;0
CE;GÁRGULA II;2010-04-29;2010;SR/PF/CE;3;0;0
PA;SATURNOS;2010-05-05;2010;SR/PF/PA;8;0;0
PR;PARCERIA;2010-05-11;2010;DPF/LDA/PR;0;14;0
CE;CERTAME;2010-05-13;2010;DPF/JNE/CE;0;0;0
MT;ASAFE;2010-05-18;2010;SR/PF/MT;8;9;0
PE;BOA VIAGEM;2010-06-09;2010;SR/PF/PE;5;0;0
CE;GOLIATH;2010-06-23;2010;SR/PF/CE;5;0;0
RO;BORDUNA;2010-06-24;2010;DPF/JPN/RO;4;0;0
PI;ORTHOPTERA II;2010-07-16;2010;SR/PF/PI;0;0;0
CE;MÃO DUPLA;2010-08-06;2010;SR/PF/CE;1;23;0
MS;TELLUS;2010-08-30;2010;SR/PF/MS;20;0;0
MS;URAGANO;2010-09-01;2010;DPF/DRS/MS;1;29;0
RS;MERCARI;2010-09-02;2010;SR/PF/RS;0;0;0
PA;SANARE;2010-09-03;2010;SR/PF/PA;5;0;0
AP;MÃOS LIMPAS;2010-09-10;2010;SR/PF/AP;0;18;0
ES;MOEDA DE TROCA;2010-09-16;2010;SR/PF/ES;11;0;0
RJ;CEBUS APELLA;2010-09-17;2010;DPF/NIG/RJ;3;0;0
RS;MUÍSCA;2010-10-07;2010;SR/PF/RS;0;0;0
AL;CAETÉS;2010-10-21;2010;SR/PF/AL;8;0;0
MG;TREM DAS SETE;2010-10-26;2010;DPF/DVS/MG;0;0;0
RN;DEUS DOS MARES;2010-11-04;2010;SR/PF/RN;1;0;0
RN;VIA ÁPIA;2010-11-05;2010;SR/PF/RN;6;0;0
BA;CARCARÁ DA BAHIA;2010-11-10;2010;SR/PF/BA;0;45;0
PI;MERCADORES;2010-11-19;2010;SR/PF/PI;0;10;4
MT;ATLÂNTIDA;2010-11-19;2010;SR/PF/MT;0;26;0
PA;VIDE BULA;2010-11-23;2010;SR/PF/PA;0;0;0
PI;THYSANURA;2010-12-03;2010;SR/PF/PI;0;0;0
CE;OCTOPUS;2010-12-14;2010;SR/PF/CE;0;0;0
TO;MAET;2010-12-16;2010;SR/PF/TO;0;0;3
PR;DALLAS;2011-01-19;2011;DPF/PGZ/PR;10;0;0
PI;GELEIRA;2011-01-19;2011;SR/PF/PI;30;0;0
MA;ASTIAGES;2011-02-03;2011;SR/PF/MA;9;0;0
SP;SARC;2011-02-03;2011;SR/PF/SP;0;0;0
CE;CONÍFERA;2011-02-17;2011;SR/PF/CE;2;0;0
PA;FROTA VIRTUAL ;2011-02-24;2011;SR/PF/PA;11;0;0
MA;DONATÁRIO;2011-02-25;2011;SR/PF/MA;0;0;0
PB;PREMIER;2011-03-08;2011;SR/PF/PB;0;0;0
SE;OLHOS DE ÁGUIA ;2011-03-16;2011;SR/PF/SE;0;0;0
AL;MASCOTCH;2011-03-30;2011;SR/PF/AL;16;0;0
PR;DÉJA VU II ;2011-04-05;2011;SR/PF/PR;16;0;0
AP;CARNIÇA;2011-04-11;2011;SR/PF/AP;3;0;0
MG;CONVITE CERTO ;2011-04-13;2011;SR/PF/MG;8;0;0
MA;USURA;2011-05-11;2011;SR/PF/MA;13;0;0
MS;QUESTOR;2011-05-16;2011;DPF/DRS/MS;1;6;0
RS;SAÚDE;2011-05-16;2011;DPF/PFO/RS;63;0;0
MG;1655;2011-06-01;2011;SR/PF/MG;3;0;0
CE;ROBALO;2011-06-14;2011;SR/PF/CE;0;0;0
PB;GASPARZINHO;2011-06-15;2011;SR/PF/PB;15;0;0
SP;DESFALQUE;2011-06-16;2011;SR/PF/SP;10;9;0
SP;URUPÊS;2011-06-21;2011;SR/PF/SP;3;3;0
SC;EL NIÑO ;2011-07-07;2011;SR/PF/SC;2;0;0
PA;CARTA MARCADO ;2011-07-12;2011;SR/PF/PA;0;0;0
AP;VOUCHER;2011-08-09;2011;SR/PF/AP;19;19;0
PA;PANDILHA;2011-08-24;2011;SR/PF/PA;10;0;0
PE;MAR DE LAMA;2011-08-25;2011;SR/PF/PE;0;0;0
MG;PAINEL;2011-09-09;2011;SR/PF/MG;0;5;0
AL;TABANGA;2011-09-20;2011;SR/PF/AL;8;0;0
MG;GRILO;2011-09-20;2011;DPF/MOC/MG;12;0;0
AM;ASCARIS I E II;2011-09-21;2011;SR/PF/AM;8;0;0
PR;LÁPAROS;2011-11-17;2011;DPF/GRA/PR;108;0;2
RO;TERMÓPILAS;2011-11-18;2011;SR/PF/RO;10;4;0
MG;DUPLA COBRANÇA;2011-11-22;2011;SR/PF/MG;2;0;0
PE;CASA 101;2011-11-22;2011;SR/PF/PE;0;0;0
SP;DÍZIMO;2011-11-24;2011;SR/PF/SP;1;0;0
RO;ANJOS DO ASFALTO;2011-11-25;2011;SR/PF/RO;0;0;0
PI;ICEBERG;2011-12-01;2011;SR/PF/PI;0;0;0
AM;FENG SHUI;2011-12-14;2011;SR/PF/AM;3;0;0
RN;EPA;2011-12-14;2011;SR/PF/RN;1;0;0
PR;FEIRA LIVRE;2011-12-16;2011;DPF/GPB/PR;0;4;0
DF;PERFÍDIA;2011-12-19;2011;SR/PF/DF;2;5;0
MS;"PIRITA	";2012-01-31;2012;SR/PF/MS;15;0;0
GO;MULTIRAMA;2012-02-10;2012;SR/PF/GO;6;0;0
MG;MÉRCURIO;2012-02-24;2012;DPF/JFA/MG;0;0;0
PB;SINISTRO;2012-03-06;2012;SR/PF/PB;10;0;0
SP;CORREGEDORIA;2012-03-07;2012;SR/PF/SP;0;3;0
AM;"INSONIA	";2012-03-09;2012;SR/PF/AM;3;0;0
AC;"MALTHA II	";2012-03-11;2012;SR/PF/AC;2;0;0
RJ;"RENASCER	";2012-03-29;2012;SR/PF/RJ;5;0;0
BA;"DETALHES	";2012-04-03;2012;SR/PF/BA;0;0;0
ES;"LEE OSWALD	";2012-04-19;2012;SR/PF/ES;13;15;0
AC;"HUMAITÁ	";2012-04-22;2012;SR/PF/AC;5;0;0
MG;"BRILHO DOS OLHOS	";2012-04-23;2012;SR/PF/MG;6;0;0
PE;RESGATE;2012-04-30;2012;SR/PF/PE;0;0;0
PB;DUBLÊ;2012-05-04;2012;DPF/PAT/PB;0;8;0
PB;LOGOFF;2012-05-11;2012;SR/PF/PB;0;0;0
PB;AMALTÉIA;2012-05-16;2012;SR/PF/PB;0;0;2
SC;TRAMPOLINA;2012-05-16;2012;SR/PF/SC;0;0;0
MS;"GAIA II	";2012-05-22;2012;SR/PF/MS;5;0;0
RR;"COLLARIS	";2012-05-30;2012;SR/PF/RR;0;5;0
MS;"DECOADA	";2012-05-31;2012;SR/PF/MS;1;0;0
PR;"CARRO FORTE	";2012-05-31;2012;SR/PF/PR;19;0;0
SP;"KLON	";2012-06-04;2012;SR/PF/SP;12;0;0
TO;"DESVELAÇÃO	";2012-06-12;2012;SR/PF/TO;0;0;0
MG;MÁSCARA DA SANIDADE;2012-06-21;2012;DPF/MOC/MG;0;16;0
SP;PIT STOP;2012-06-23;2012;SR/PF/SP;0;0;0
MG;LARANJA COM PEQUI;2012-06-26;2012;DPF/MOC/MG;4;0;0
PB;PÃO E CIRCO;2012-06-28;2012;SR/PF/PB;0;28;0
PA;"LICEU	";2012-06-28;2012;SR/PF/PA;4;0;0
BA;BOCA DE LOBO;2012-07-05;2012;DPF/JZO/BA;14;0;0
MG;GIZÉ;2012-07-12;2012;SR/PF/MG;6;0;0
SP;GOL DE MÃO;2012-07-31;2012;DPF/CAS/SP;0;0;0
MG;"ODIN	";2012-08-23;2012;SR/PF/MG;0;0;0
MA;"ALLIEN	";2012-09-20;2012;SR/PF/MA;19;0;0
RJ;ARREICA;2012-09-27;2012;DPF/MCE/RJ;0;0;0
PI;"NOSFERATU	";2012-10-01;2012;SR/PF/PI;0;0;0
TO;SANEAMENTO;2012-10-04;2012;SR/PF/TO;0;0;0
RO;"PRETÓRIO	";2012-10-31;2012;SR/PF/RO;7;0;0
PA;BOCA DE LOBO;2012-11-06;2012;SR/PF/PA;0;0;0
AP;DIS PATER;2012-11-20;2012;SR/PF/AP;9;0;0
PI;GANGRENA;2012-11-21;2012;SR/PF/PI;0;0;0
SP;PORTO SEGURO;2012-11-23;2012;SR/PF/SP;0;6;0
RO;PRETÓRIO II;2012-12-05;2012;SR/PF/RO;0;5;0
RO;VÓRTICE;2012-12-06;2012;SR/PF/RO;9;9;0
RO;ENDEMIA;2012-12-06;2012;SR/PF/RO;3;0;0
PA;FONTE SECA;2012-12-12;2012;SR/PF/PA;0;0;0
MG;RECIDIVA;2012-12-27;2012;DPF/MOC/MG;4;0;0
AM;CORTINA DE FERRO;2012-12-31;2012;SR/PF/AM;0;0;0
AM;CONTAS LIMPAS;2012-12-31;2012;SR/PF/AM;0;0;0
PA;ADAMANTO;2013-01-19;2013;SR/PF/PA;3;0;0
PB;MÃOS VAZIAS;2013-01-29;2013;SR/PF/PB;0;0;0
MS;VOLTS;2013-02-06;2013;SR/PF/MS;0;0;0
PB;PREMIER;2013-03-08;2013;SR/PF/PB;0;0;0
MS;SANGUE FRIO;2013-03-19;2013;SR/PF/MS;0;0;0
CE;CACTUS;2013-03-21;2013;SR/PF/CE;0;0;0
BA;QUÉOPS;2013-03-26;2013;SR/PF/BA;0;0;0
PA;APOSTA ZERO;2013-04-05;2013;DPF/RDO/PA;0;0;1
SP;FRATELLI;2013-04-13;2013;DPF/JLS/SP;0;13;4
PB;ASTRINGERE;2013-04-18;2013;SR/PF/PB;6;4;0
AM;MARTELO;2013-05-07;2013;SR/PF/AM;0;7;2
MG;CADUCEU;2013-05-08;2013;SR/PF/MG;0;5;0
AP;CONFICTUS ;2013-05-09;2013;SR/PF/AP;0;0;0
MG;NOVOS CAMINHOS;2013-05-09;2013;DPF/MOC/MG;6;0;0
AC;G-7;2013-05-10;2013;SR/PF/AC;15;0;0
SP;PUBLICANO;2013-05-16;2013;SR/PF/SP;1;4;0
RO;8.666;2013-05-20;2013;SR/PF/RO;23;0;0
RO;PAU-BRASIL;2013-05-20;2013;SR/PF/RO;3;0;0
MG;SERTÃO-VEREDAS;2013-05-27;2013;SR/PF/MG;14;0;0
AL;CAPIBE;2013-06-04;2013;SR/PF/AL;0;0;0
RS;PARALELO 31-S;2013-06-11;2013;SR/PF/RS;0;0;3
MG;VIOLÊNCIA INVISIVEL;2013-07-02;2013;DPF/MOC/MG;0;9;0
AL;RIBEIRINHOS;2013-07-04;2013;SR/PF/AL;0;0;0
AL;QUILOMBOS;2013-07-05;2013;SR/PF/AL;8;0;0
SP;1905;2013-07-17;2013;SR/PF/SP;0;0;0
BA;PELARGÓS;2013-07-18;2013;SR/PF/BA;0;0;0
SP;SCHISTOSOMA;2013-08-06;2013;DPF/AQA/SP;0;5;0
PR;SINAPSE;2013-08-08;2013;SR/PF/PR;18;0;0
MS;TETO DE VIDRO;2013-08-15;2013;SR/PF/MS;0;0;1
AP;WAHA;2013-08-23;2013;DPF/OPE/AP;2;0;0
RJ;FIO DE ARIADNE;2013-08-23;2013;DPF/MCE/RJ;15;0;0
AP;SALUTEM;2013-08-30;2013;DPF/OPE/AP;0;0;0
SP;PRONTO EMPREGO;2013-09-03;2013;SR/PF/SP;7;0;0
MG;ESOPO;2013-09-09;2013;SR/PF/MG;25;0;0
AL;SUSERANOS;2013-09-19;2013;SR/PF/AL;0;0;0
PR;AGRO-FANTASMA;2013-09-24;2013;SR/PF/PR;11;0;0
MA;USURA II;2013-09-25;2013;SR/PF/MA;0;0;0
MA;CHEQUE EM BRANCO;2013-09-27;2013;SR/PF/MA;0;0;0
PE;FAKE WORK;2013-09-30;2013;SR/PF/PE;2;6;0
RJ;SAQUEADOR;2013-10-01;2013;SR/PF/RJ;0;0;0
CE;PA-DUB-DAR;2013-10-10;2013;DPF/JNE/CE;0;0;0
RJ;RESSACA ;2013-10-25;2013;SR/PF/RJ;0;0;0
MS;CORNUCÓPIA;2013-11-13;2013;DPF/CRA/MS;1;0;0
PB;FALSO APOIO;2013-11-21;2013;SR/PF/PB;0;0;0
AP;CITRUS;2013-11-22;2013;SR/PF/AP;0;12;0
AP;FLOR DE LIS;2013-11-28;2013;SR/PF/AP;1;0;0
RS;EV-01;2013-11-28;2013;SR/PF/RS;0;0;0
MG;AGOSTO ;2013-12-03;2013;DPF/MOC/MG;4;0;0
DF;DESFALCO;2013-12-06;2013;SR/PF/DF;0;3;0
RJ;REPLAY;2013-12-09;2013;SR/PF/RJ;0;9;0
PR;LAZULI;2013-12-10;2013;DPF/FIG/PR;3;0;0
RJ;AVE DE FOGO ;2013-12-11;2013;DPF/MCE/RJ;2;0;0
PE;FASTIO ;2013-12-13;2013;SR/PF/PE;0;0;0
RJ;WORKAHOLIC;2013-12-13;2013;DPF/NIG/RJ;9;0;0
MG;METÁSTASE 57;2013-12-17;2013;DPF/VAG/MG;37;20;0
PB;ESTADO TERMINAL;2013-12-23;2013;SR/PF/PB;0;0;1
MS;ANESTESIA;2014-01-06;2014;SR/PF/MS;0;0;4
BA;RAMSÉS;2014-02-06;2014;DPF/ILS/BA;0;0;0
BA;GRANFALOON ;2014-02-18;2014;DPF/VDC/BA;13;0;0
GO;JUSSARA;2014-02-20;2014;SR/PF/GO;0;0;0
CE;FRAUDE;2014-02-20;2014;SR/PF/CE;0;5;0
SP;IRAXIM;2014-03-25;2014;SR/PF/SP;0;0;0
RO;TRAMA;2014-03-28;2014;SR/PF/RO;0;6;0
MT;FIDARE;2014-04-01;2014;DPF/CAE/MT;30;17;4
MS;BARNUM;2014-04-09;2014;DPF/TLS/MS;0;0;0
MG;GLADIADOR;2014-04-11;2014;DPF/URA/MG;3;3;0
ES;RELENTLEES;2014-04-22;2014;SR/PF/ES;0;0;1
BA;MIDSUMMER;2014-04-29;2014;DPF/JZO/BA;0;0;0
MT;DR LAO;2014-04-30;2014;SR/PF/MT;0;6;0
SC;SALTO ALTO;2014-04-30;2014;DPF/DCQ/SC;0;0;0
BA;VISTA MAR;2014-05-08;2014;SR/PF/BA;0;3;0
BA;TREZE DE MAIO;2014-05-13;2014;SR/PF/BA;0;29;0
RJ;NOTA ZERO;2014-05-13;2014;SR/PF/RJ;0;0;2
SE;POP ;2014-06-03;2014;SR/PF/SE;4;0;0
MT;KAMIKASE;2014-06-03;2014;SR/PF/MT;0;1;0
MS;LANTIRE;2014-06-16;2014;SR/PF/MS;2;0;2
TO;GAIA;2014-06-25;2014;SR/PF/TO;5;0;1
MG;EXTERMINADORES DO FUTURO;2014-06-30;2014;DPF/MOC/MG;0;4;0
TO;GATO POR LEBRE;2014-07-03;2014;SR/PF/TO;0;0;1
AL;MOXOTÓ;2014-07-11;2014;SR/PF/AL;0;0;0
RJ;CONTRAGOLPE;2014-07-23;2014;SR/PF/RJ;0;0;0
MG;EXTRAVIO;2014-07-24;2014;DPF/MOC/MG;1;0;0
MT;SÃO JOSÉ ;2014-07-31;2014;DPF/CAE/MT;0;0;0
MG;MÁSCARA DE SANIDADE;2014-08-06;2014;DPF/MOC/MG;4;0;0
PE;ALTER EGO;2014-08-12;2014;SR/PF/PE;7;0;0
RJ;VALE-TUDO;2014-08-28;2014;DPF/MCE/RJ;0;0;0
MG;HÍGIA;2014-08-29;2014;DPF/VAG/MG;0;0;0
RO;OURO PRETO DO OESTE/RO;2014-08-29;2014;SR/PF/RO;2;1;0
CE;DESFALQUE;2014-09-04;2014;SR/PF/CE;0;0;0
CE;GOURMET;2014-09-11;2014;SR/PF/CE;0;0;0
RO;NACIO;2014-09-17;2014;SR/PF/RO;13;0;0
BA;FROTA;2014-09-25;2014;SR/PF/BA;0;0;0
PA;STRICTO SENSU;2014-09-30;2014;SR/PF/PA;0;0;0
MS;ATHENAS;2014-10-08;2014;DPF/NVI/MS;7;3;4
BA;A-GATE;2014-10-20;2014;SR/PF/BA;6;0;0
MG;PASSWORD;2014-10-21;2014;DPF/GVS/MG;0;0;0
RJ;MARCO ZERO;2014-10-23;2014;DPF/MCE/RJ;0;0;0
ES;DEFESO;2014-11-04;2014;SR/PF/ES;5;0;0
SC;AVE DE RAPINA;2014-11-12;2014;SR/PF/SC;14;0;0
RJ;MANGARATIBA;2014-11-18;2014;SR/PF/RJ;0;0;0
RO;AJURICABA;2014-11-18;2014;SR/PF/RO;0;0;1
RO;PLATÉIAS;2014-11-20;2014;SR/PF/RO;0;4;1
SP;NAVIGATOR;2014-11-26;2014;DPF/STS/SP;0;0;0
RJ;COCITE;2014-12-04;2014;SR/PF/RJ;25;0;0
TO;PRONTO SOCORRO;2014-12-09;2014;SR/PF/TO;6;0;0
PE;INVICTUS ;2014-12-10;2014;SR/PF/PE;0;0;0
AL;FARNEL ;2014-12-11;2014;SR/PF/AL;18;9;0
RS;PASTEUR;2014-12-17;2014;SR/PF/RS;1;0;1
RJ;GAFANHOTO;2014-12-18;2014;DPF/NRI/RJ;0;0;0
CE;PUBLICANOS;2014-12-19;2014;SR/PF/CE;0;0;0
SP;PARTO SEGURO;2015-01-20;2015;DPF/JLS/SP;3;0;0
AP;LIMOS;2015-01-21;2015;SR/PF/AP;0;3;0
ES;MIRAGEM ;2015-01-27;2015;SR/PF/ES;0;0;0
RN;ITARETAMA;2015-01-27;2015;SR/PF/RN;0;0;0
DF;ADVENTO;2015-01-29;2015;SR/PF/DF;0;0;0
CE;PASSWORD;2015-01-29;2015;SR/PF/CE;0;6;0
DF;ANISTIA;2015-02-12;2015;SR/PF/DF;0;0;0
MG;EXPO CAPITOLIO;2015-03-11;2015;DPF/DVS/MG;0;0;0
CE;CHRISTIANOPOLIS ;2015-03-18;2015;DPF/JNE/CE;0;4;0
CE;CRIO;2015-03-18;2015;DPF/JNE/CE;1;0;0
